Id,SalePrice
1461,119630.33555121906
1462,155181.36435618548
1463,189631.78187824105
1464,192064.16796637815
1465,191108.4392697553
1466,168482.47817282335
1467,168229.81212293994
1468,166891.5133885843
1469,175028.5645393991
1470,129131.7738714568
1471,193090.41982768924
1472,96375.093572921
1473,97590.69376802738
1474,150017.9984179077
1475,115903.98484225353
1476,383400.5862688882
1477,266738.850061444
1478,276840.84191951697
1479,302972.8753552528
1480,485417.7908032994
1481,324894.89636210876
1482,202008.4156438268
1483,178987.17623166478
1484,166519.2549649677
1485,185414.35348730165
1486,194187.38608425198
1487,336288.3045677075
1488,233345.00599233474
1489,210480.70152186046
1490,234057.7892896648
1491,193658.54885775046
1492,93856.35193310214
1493,197820.604105744
1494,284853.2282121858
1495,289185.1022066266
1496,251891.8424549271
1497,177526.9550942018
1498,164801.1584716692
1499,162759.54636595128
1500,159522.27353908398
1501,173534.12010681574
1502,150180.6609813281
1503,271663.29860196094
1504,233817.1782357185
1505,227952.52213132966
1506,186241.6970052537
1507,247455.0844048976
1508,204132.41321187705
1509,159201.97117275218
1510,154965.14738432516
1511,146025.42140731664
1512,166437.83842091946
1513,143989.06150871018
1514,161966.10993228073
1515,183951.16099453566
1516,150187.72442138082
1517,160607.22375551634
1518,127626.4108011966
1519,219073.2567448638
1520,136939.36466906525
1521,141939.12487927175
1522,171010.0902889717
1523,111868.48695310898
1524,122455.13538350743
1525,121696.10702483915
1526,114763.19546973753
1527,100732.56692148009
1528,133734.06925049567
1529,158562.1703982525
1530,171323.12399682592
1531,110032.3186500614
1532,94165.15902564027
1533,138971.7364172721
1534,120556.38151965916
1535,151955.2956256932
1536,110937.0426283741
1537,70872.99112193167
1538,159948.32197704806
1539,177070.9740154835
1540,100864.37062233545
1541,133721.28066702036
1542,139153.72105587547
1543,212423.39097191478
1544,73311.4835629814
1545,110976.86616130962
1546,133837.2729655909
1547,137170.84929485706
1548,133335.96080664903
1549,121824.78739951192
1550,146269.37606742803
1551,102878.20627716037
1552,139528.519321418
1553,151560.11268198775
1554,109048.94034206281
1555,160551.35739314623
1556,85803.28672754728
1557,98473.34008199838
1558,97595.09270303998
1559,92856.25418334597
1560,131813.40640171478
1561,146087.65920584957
1562,127021.17091419267
1563,130870.86609883694
1564,163476.1348694597
1565,159047.70357261822
1566,232993.41020332123
1567,70348.98544536212
1568,232074.89321805444
1569,129554.60150488807
1570,139123.19552653865
1571,114433.93047302004
1572,141475.27294697915
1573,258581.98910001805
1574,128181.14988469238
1575,227985.4503032976
1576,249738.10778703264
1577,196664.03657211238
1578,142592.27123973757
1579,142256.1175343121
1580,191702.59764134858
1581,151357.2773783838
1582,128810.77225264609
1583,307807.2575175163
1584,232743.7968954454
1585,143679.13191505295
1586,68024.62086337355
1587,104854.80886537401
1588,156236.8945976934
1589,110593.13992633652
1590,131530.1765515597
1591,97643.69502042752
1592,117579.8273417315
1593,122732.56098379825
1594,134263.5745038424
1595,103526.63578222379
1596,235305.71446076158
1597,197912.67384935517
1598,209461.5063582891
1599,155466.59859735947
1600,157319.8589968414
1601,62666.561627096584
1602,113243.5854952208
1603,93373.24187619008
1604,262168.4577635617
1605,236537.06100587227
1606,175497.3914562936
1607,171775.24002639053
1608,220274.2579214597
1609,184934.9051122298
1610,164179.7561113837
1611,139992.40487706984
1612,173847.85903757886
1613,171963.188275178
1614,117582.04593092942
1615,86162.59008715462
1616,71151.6015412181
1617,86567.6680897181
1618,124864.26041994418
1619,142811.49955778845
1620,154340.86752511593
1621,132327.03971686738
1622,146947.98470533467
1623,260994.57529410094
1624,213647.34387254904
1625,116619.59958809635
1626,165806.46020553543
1627,196278.79371231465
1628,283104.7115924954
1629,179500.86466926237
1630,370864.08470963576
1631,216179.70447122643
1632,233979.77936635877
