Id,SalePrice
1461,116799.9288530326
1462,123551.82835400946
1463,129138.95112955879
1464,132222.9634246401
1465,130238.79163043786
1466,125114.68705329618
1467,125650.21484684832
1468,124641.78627058155
1469,128977.1912198247
1470,115793.8610251938
1471,130102.08770935604
1472,110951.23444819017
1473,112052.79690622941
1474,121172.7062601214
1475,113392.15009273807
1476,164779.25697736198
1477,147041.2546837657
1478,150491.99028286434
1479,150193.4403775443
1480,191108.15624697652
1481,158890.69258372195
1482,135797.78240726187
1483,128083.0987107904
1484,125369.00346905744
1485,131971.1579496663
1486,130660.98629592257
1487,161486.50510690833
1488,138743.07562194602
1489,133139.0931630052
1490,140309.56969792632
1491,132796.6156216737
1492,111553.47896748834
1493,130622.18061843714
1494,152562.35978811872
1495,146831.45076169714
1496,138520.4508005497
1497,127980.99325822463
1498,130703.70180151888
1499,124008.05500211005
1500,123262.8341845989
1501,128700.1356253002
1502,119998.3405995383
1503,155817.47683290474
1504,140352.931317606
1505,136206.62992701062
1506,131669.23571081835
1507,141716.09963326142
1508,132778.42434205295
1509,123357.27189669621
1510,122086.17198656677
1511,127157.43884858496
1512,127690.08618346244
1513,121727.12150646909
1514,123299.27250916327
1515,131207.3298897651
1516,123413.76286695304
1517,126307.17681902162
1518,117784.9496349726
1519,136023.9058726651
1520,117781.91917783115
1521,118152.27094943657
1522,129299.75101505907
1523,115168.69093216214
1524,116057.89071612031
1525,116070.42452288253
1526,114724.3130654543
1527,113638.99054095641
1528,118645.779978039
1529,123339.49600778609
1530,130546.3299251402
1531,114267.78370177254
1532,111259.3064408592
1533,123910.58023052143
1534,110709.61814750434
1535,121958.5633671397
1536,114035.47138606444
1537,104811.33784175894
1538,124958.56638260387
1539,133442.31789342122
1540,110042.59934969372
1541,120155.40127336752
1542,123652.55661524681
1543,129559.76984200726
1544,110852.78632842696
1545,116014.56086212357
1546,119740.09684143156
1547,120680.22719251348
1548,120862.91197086006
1549,117996.63856256254
1550,120093.48661147417
1551,113577.7267555813
1552,122036.82011356912
1553,122518.21997980411
1554,114896.23921551445
1555,125448.41627866612
1556,109053.15607455277
1557,115736.9208433352
1558,112954.79839867345
1559,103739.29810901219
1560,118592.12333294537
1561,119038.99881191677
1562,119627.8951192276
1563,116198.65356204285
1564,123647.7454426505
1565,121892.54926355091
1566,138953.73473452812
1567,107226.42976320289
1568,141193.4006094022
1569,118534.33290132665
1570,120002.93732558697
1571,116458.89101715168
1572,122091.1827913242
1573,140089.3715629588
1574,118612.82848287195
1575,141453.33167763622
1576,139662.05929394052
1577,130328.25310291401
1578,117832.02209015182
1579,124027.90056584655
1580,131404.4464271986
1581,122051.83795223397
1582,116168.39836306771
1583,154829.4176445472
1584,135517.25571602723
1585,119936.66262665752
1586,107297.08070037418
1587,112361.4017453043
1588,122450.8153870246
1589,112944.27600182356
1590,118593.4631484711
1591,111868.9131733281
1592,115061.50342804506
1593,117490.46559955992
1594,119530.47922513416
1595,115141.6585565554
1596,134097.5916605142
1597,131935.02144983725
1598,141265.11601771234
1599,127571.07497915025
1600,126409.04041602292
1601,105766.67462966782
1602,114644.81603281751
1603,104275.43431266423
1604,146134.5333003491
1605,141317.11015211296
1606,126763.84789979906
1607,126448.91780719582
1608,140481.39919864878
1609,130678.48360519239
1610,122706.25509861762
1611,119587.32453579329
1612,127714.41686161954
1613,127107.92907402449
1614,116257.10118851405
1615,110392.5057287171
1616,108292.99201648415
1617,111169.5848249352
1618,118225.33790106206
1619,118471.66157277387
1620,124754.7761617092
1621,120077.21385163697
1622,119882.44597490778
1623,145619.20772392588
1624,134865.30531638907
1625,115779.4434709208
1626,128651.41225209061
1627,130653.38684615082
1628,146205.17649891754
1629,128953.69294788616
1630,166668.5808801747
1631,143645.17992193493
1632,145725.6842453656
1633,126927.93110871338
1634,129069.85811149282
1635,127504.2464438786
1636,121118.54790983853
1637,132199.912607025
1638,128519.48252798332
1639,128760.96131169514
1640,141378.44699088583
1641,127683.62680845041
1642,141001.21803188042
1643,136530.00563236026
1644,136461.43109533284
1645,134619.81215254436
1646,126303.61819112336
1647,121894.66958899204
1648,116505.20663418762
1649,119530.22628492201
1650,115492.9687620866
1651,115586.55864730508
1652,111551.38080670845
1653,112726.77570950685
1654,121031.99892939597
1655,118118.13372932548
1656,119741.38160743967
1657,122762.05663468239
1658,121899.94542466378
1659,115738.599272519
1660,123256.76853187133
1661,177105.1793571859
1662,169388.88893738983
1663,170637.98260664332
1664,215668.00272505428
1665,153483.6294143332
1666,151803.20355401316
1667,165260.35106270987
1668,161660.10121341553
1669,150444.7754374182
1670,161811.70610791736
1671,147991.5206080589
1672,175628.11318589188
1673,152035.96723878485
1674,140689.513652367
1675,132778.08804591995
1676,131546.7140446399
1677,141219.24261853442
1678,183657.00935054064
1679,168091.815278217
1680,159685.8869926761
1681,141025.32066847768
1682,153798.4308737744
1683,129880.45986793411
1684,126813.05052205175
1685,126296.82317500547
1686,125914.42476949323
1687,127158.79949355056
1688,129464.1696361333
1689,129931.02156636829
1690,131338.42373891544
1691,129497.95422639567
1692,140962.92118880484
1693,127401.9958069894
1694,128910.02201448138
1695,125210.29496648161
1696,150296.52117377843
1697,126416.38113851866
1698,163903.17496818656
1699,156853.95799173418
1700,144396.26518250146
1701,144992.75431205845
1702,144957.80951733264
1703,143724.19968940382
1704,144674.43217104994
1705,137926.340653173
1706,161674.8565079546
1707,135139.50924778215
1708,135701.92959340743
1709,148720.0537031818
1710,136017.0685436449
1711,146371.46630935496
1712,145913.42876422324
1713,144524.1213763202
1714,135696.70978180473
1715,133595.5921561085
1716,127347.15219544419
1717,127561.035982162
1718,119590.28028012028
1719,134127.33973136844
1720,136461.20239841376
1721,122466.03147214316
1722,116577.65438833591
1723,122661.88186583703
1724,135656.38576739485
1725,140002.00456126168
1726,127068.0034740589
1727,123125.63403277354
1728,124758.92238076279
1729,125535.90765257558
1730,121337.25545485523
1731,115812.93827031442
1732,117238.17097645067
1733,114189.61499471105
1734,113679.38921539405
1735,115233.41112586652
1736,114717.10095599407
1737,149197.46368211682
1738,144547.28979739477
1739,138290.8875549869
1740,138859.06035187456
1741,133178.38807390467
1742,127122.17211436467
1743,127472.51886744845
1744,150821.90339235138
1745,136425.98422390898
1746,126468.64551125802
1747,138311.47251213045
1748,135167.6578686171
1749,120962.13964428761
1750,117022.1028500001
1751,139681.11888088906
1752,115028.8294026599
1753,122207.8270351984
1754,133571.05677610874
1755,124135.1688653351
1756,117146.27075449197
1757,116111.8250110948
1758,121118.02541991684
1759,124634.62358796872
1760,124879.3284125803
1761,122937.01121480986
1762,124822.22284314384
1763,129130.46124481838
1764,114014.09551926082
1765,119542.62563804722
1766,130651.55756772833
1767,139812.95361246524
1768,120495.84647564267
1769,125808.49615597691
1770,122278.09383886498
1771,116813.14811441343
1772,119675.2998423962
1773,116347.14068504974
1774,121318.14107282447
1775,121378.36810083348
1776,119527.60334796677
1777,113094.28921352548
1778,118594.39987201482
1779,118147.70436174105
1780,129678.04234129048
1781,117694.09021839019
1782,109342.20171246081
1783,121717.16481457326
1784,114914.66589197819
1785,116980.545493715
1786,119514.15235084592
1787,126034.7033114988
1788,104500.90078501089
1789,111405.22131077683
1790,107737.56789632718
1791,127265.11647209672
1792,123486.67357148271
1793,118187.10973990364
1794,124115.12978361838
1795,119069.12089418816
1796,115410.45464757449
1797,115409.3814211045
1798,115099.50752913469
1799,112989.10150195987
1800,118257.64091049499
1801,116981.81403920564
1802,118063.23054209322
1803,121128.23922153382
1804,119209.15721247952
1805,118117.2539716598
1806,117062.97202861495
1807,119660.19188537265
1808,115585.92925319534
1809,116994.92141794226
1810,119891.57736064718
1811,109444.84007728005
1812,111723.70801446817
1813,116680.66085419396
1814,109795.32887023449
1815,102884.56158822778
1816,110867.04568146408
1817,114600.47172150685
1818,120253.0412309015
1819,115789.6715829779
1820,101057.24735849575
1821,112245.54321758373
1822,121729.53779555464
1823,100176.87609734132
1824,118265.56276233536
1825,117880.16321950732
1826,111963.08674635508
1827,113280.6456888235
1828,116949.4757786102
1829,116930.25909860904
1830,123560.97127782217
1831,121569.66376455239
1832,105816.65456646698
1833,123154.4590319093
1834,117083.44817132362
1835,119024.42497665508
1836,120106.71788790653
1837,111171.38933997945
1838,118780.83752151144
1839,110515.39154964764
1840,122143.38860421498
1841,118869.56015754535
1842,111073.33301074649
1843,117417.14488955788
1844,119967.80264330067
1845,121330.10464644147
1846,124311.25082318777
1847,126491.760169808
1848,103349.08234907512
1849,113974.70204542018
1850,117527.30259114134
1851,121174.36057201902
1852,119512.0020039657
1853,114957.26406034213
1854,122886.02548828366
1855,123249.96265589075
1856,136383.9925630992
1857,117094.86085105018
1858,118586.10690968171
1859,115463.20520769521
1860,122320.45990916717
1861,115373.03100598636
1862,154758.3875080042
1863,150228.71532971525
1864,150255.2367516805
1865,160617.01434436894
1866,154838.9196028529
1867,138995.67103401612
1868,146393.4828708275
1869,131927.2524168708
1870,139240.5547325691
1871,140052.13298213022
1872,126985.21730671258
1873,141131.9889782765
1874,123851.89488758772
1875,133631.1327799569
1876,132798.26672293912
1877,132910.733680169
1878,133085.40935837536
1879,117940.67874665928
1880,118362.154908556
1881,141642.67695443582
1882,140731.9603968189
1883,127673.88337012658
1884,133770.34691840166
1885,135183.1370155985
1886,145938.86755840265
1887,136570.74027619802
1888,143734.0136414175
1889,125779.74613118256
1890,113621.97424406427
1891,117405.50883923234
1892,111741.87446669575
1893,120084.36011646673
